Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR
E0,3/2/2001,Middlesbrough,Man City,1,1,D,0,1,A,Alan Wiley,14,6,6,3,0,0,4,2,12,14,4,6,0,2,1,0
E0,3/2/2001,Tottenham,Charlton,0,0,D,0,0,D,David Ellaray,9,7,3,2,0,0,2,3,17,14,2,1,2,0,0,0
E0,7/2/2001,Everton,Leeds,2,2,D,1,0,H,Neale Barry,7,9,4,5,0,1,4,7,18,18,3,3,2,1,0,0
E0,10/2/2001,Arsenal,Ipswich,1,0,H,0,0,D,Rob Harris,17,5,10,3,0,0,11,3,16,15,4,3,2,1,0,0
E0,10/2/2001,Aston Villa,Middlesbrough,1,1,D,1,0,H,Clive Wilkes,15,6,4,3,0,0,7,4,11,11,0,3,1,1,0,0
E0,10/2/2001,Chelsea,Man United,1,1,D,1,0,H,David Ellaray,8,16,4,6,0,0,3,8,16,12,3,0,0,2,0,0
E0,10/2/2001,Everton,Leicester,2,1,H,2,0,H,Rob Styles,9,9,6,2,0,0,7,2,12,7,3,2,3,2,0,0
E0,10/2/2001,Leeds,Derby,0,0,D,0,0,D,Jeff Winter,12,3,6,2,0,0,17,4,11,17,4,2,2,5,0,0
E0,10/2/2001,Man City,Tottenham,0,1,A,0,0,D,Steve Dunn,11,11,4,4,1,0,7,3,17,10,2,6,1,0,0,0
E0,10/2/2001,Southampton,Bradford,2,0,H,0,0,D,Graham Poll,12,4,6,1,0,0,8,0,9,16,9,4,0,1,0,0
E0,10/2/2001,Sunderland,Liverpool,1,1,D,0,0,D,Graham Barber,9,8,6,4,0,0,9,6,15,25,4,6,5,3,0,0
E0,11/2/2001,Charlton,Newcastle,2,0,H,2,0,H,Paul Durkin,11,5,4,3,1,0,4,11,10,12,0,2,2,1,0,0
E0,12/2/2001,West Ham,Coventry,1,1,D,0,0,D,Dermot Gallagher,21,13,9,4,1,0,5,4,13,16,3,4,2,5,0,0
E0,24/2/2001,Bradford,West Ham,1,2,A,0,1,A,Steve Lodge,15,11,5,5,0,0,7,1,9,10,4,6,1,2,0,0
E0,24/2/2001,Coventry,Charlton,2,2,D,1,1,D,Mark Halsey,17,15,7,7,0,1,3,7,15,11,0,7,0,0,0,0
E0,24/2/2001,Derby,Aston Villa,1,0,H,1,0,H,Alan Wiley,9,19,5,7,0,1,1,9,9,10,3,2,1,1,0,0
E0,24/2/2001,Ipswich,Everton,2,0,H,0,0,D,Graham Poll,12,8,6,2,0,0,3,2,11,14,1,5,1,2,0,1
E0,24/2/2001,Leicester,Sunderland,2,0,H,1,0,H,Andy D'Urso,11,9,7,3,0,0,6,5,13,16,9,1,0,4,0,1
E0,24/2/2001,Middlesbrough,Southampton,0,1,A,0,0,D,Neale Barry,11,10,6,5,1,0,3,6,9,9,4,6,1,0,0,0
E0,24/2/2001,Newcastle,Man City,0,1,A,0,0,D,Rob Harris,10,11,3,3,0,0,5,5,18,11,4,2,1,0,0,0
E0,24/2/2001,Tottenham,Leeds,1,2,A,1,1,D,Jeff Winter,13,15,4,9,1,0,5,12,16,14,4,3,2,1,0,0
E0,25/2/2001,Man United,Arsenal,6,1,H,5,1,H,Paul Durkin,16,6,9,2,1,0,3,3,10,6,5,8,0,0,0,0
E0,3/3/2001,Arsenal,West Ham,3,0,H,3,0,H,Mike Riley,16,4,6,2,0,0,5,6,19,12,5,6,2,3,0,0
E0,3/3/2001,Coventry,Chelsea,0,0,D,0,0,D,Steve Bennett,17,24,10,11,0,1,5,8,13,15,4,1,2,2,0,0
E0,3/3/2001,Derby,Tottenham,2,1,H,2,0,H,Rob Harris,8,13,4,7,0,0,6,7,20,12,2,1,2,3,0,0
E0,3/3/2001,Everton,Newcastle,1,1,D,0,0,D,David Ellaray,16,4,6,2,0,0,4,1,13,12,5,3,1,2,0,0
E0,3/3/2001,Leeds,Man United,1,1,D,0,0,D,Graham Barber,18,5,10,5,0,0,14,3,25,21,13,1,3,5,0,0
E0,3/3/2001,Leicester,Liverpool,2,0,H,0,0,D,Dermot Gallagher,9,8,7,3,0,0,4,7,9,7,3,1,1,1,0,0
E0,3/3/2001,Man City,Southampton,0,1,A,0,0,D,Jeff Winter,15,6,7,1,0,0,5,6,15,15,1,6,1,1,0,0
E0,3/3/2001,Middlesbrough,Charlton,0,0,D,0,0,D,Mike Dean,8,11,2,8,0,0,4,5,13,12,1,1,1,1,0,0
E0,4/3/2001,Ipswich,Bradford,3,1,H,0,1,A,Andy D'Urso,21,7,8,5,0,0,7,2,13,14,3,5,0,4,0,0
E0,5/3/2001,Sunderland,Aston Villa,1,1,D,0,0,D,Steve Lodge,18,6,12,2,1,0,5,3,17,18,3,8,1,2,0,0
E0,7/3/2001,West Ham,Chelsea,0,2,A,0,2,A,Alan Wiley,7,17,2,6,1,0,1,0,12,9,3,0,2,2,0,0
E0,10/3/2001,Aston Villa,Ipswich,2,1,H,0,1,A,Rob Styles,9,8,5,3,2,0,6,2,15,11,3,1,1,1,0,0
E0,17/3/2001,Bradford,Man City,2,2,D,0,1,A,Steve Dunn,16,10,7,3,0,0,3,3,13,12,2,7,2,1,0,0
E0,17/3/2001,Charlton,Leeds,1,2,A,1,1,D,Clive Wilkes,7,7,3,5,0,0,2,5,19,13,1,1,3,5,0,0
E0,17/3/2001,Chelsea,Sunderland,2,4,A,2,1,H,Paul Durkin,14,11,6,7,1,1,4,5,15,26,11,4,0,0,0,0
E0,17/3/2001,Man United,Leicester,2,0,H,0,0,D,Alan Wiley,19,5,8,2,1,0,14,2,11,13,6,5,1,1,0,0
E0,17/3/2001,Newcastle,Middlesbrough,1,2,A,0,2,A,Graham Barber,16,7,5,4,1,0,5,1,14,19,6,4,0,3,0,1
E0,17/3/2001,Southampton,Everton,1,0,H,0,0,D,Mark Halsey,17,5,5,1,0,0,6,6,13,18,2,0,1,1,0,0
E0,17/3/2001,Tottenham,Coventry,3,0,H,2,0,H,Graham Poll,12,11,4,5,1,0,5,8,13,10,6,3,0,1,0,0
E0,17/3/2001,West Ham,Ipswich,0,1,A,0,0,D,Mike Dean,5,13,2,5,0,0,4,5,14,8,5,2,0,0,0,0
E0,18/3/2001,Aston Villa,Arsenal,0,0,D,0,0,D,Barry Knight,4,14,2,5,0,0,3,3,16,13,7,7,2,2,0,1
E0,18/3/2001,Liverpool,Derby,1,1,D,0,1,A,Neale Barry,18,7,8,4,0,0,9,3,11,9,0,4,2,2,0,0
E0,31/3/2001,Arsenal,Tottenham,2,0,H,0,0,D,Paul Durkin,25,4,19,3,1,0,12,2,5,6,5,4,0,1,0,0
E0,31/3/2001,Bradford,Newcastle,2,2,D,2,1,H,Paul Taylor,22,14,8,7,0,0,10,8,17,23,2,8,0,1,0,0
E0,31/3/2001,Chelsea,Middlesbrough,2,1,H,1,0,H,Peter Jones,17,7,5,3,0,0,4,3,19,10,5,4,2,1,0,0
E0,31/3/2001,Coventry,Derby,2,0,H,1,0,H,David Ellaray,12,14,7,8,0,0,9,4,12,16,4,4,0,1,1,0
E0,31/3/2001,Liverpool,Man United,2,0,H,2,0,H,Graham Poll,15,9,6,3,0,0,6,4,8,8,4,2,1,1,1,0
E0,31/3/2001,Man City,Aston Villa,1,3,A,1,2,A,Rob Styles,12,8,6,7,1,0,9,2,18,13,2,6,6,4,1,0
E0,31/3/2001,Sunderland,Leeds,0,2,A,0,1,A,Steve Dunn,14,7,8,4,0,0,8,4,17,10,2,12,2,2,0,1
E0,31/3/2001,West Ham,Everton,0,2,A,0,1,A,Andy D'Urso,17,10,6,7,0,1,8,2,16,16,4,3,3,2,1,0
E0,1/4/2001,Charlton,Leicester,2,0,H,1,0,H,Jeff Winter,16,5,9,1,2,0,6,2,12,9,3,2,2,2,0,0
E0,2/4/2001,Southampton,Ipswich,0,3,A,0,1,A,Alan Wiley,11,11,3,5,1,1,6,7,17,15,5,4,2,1,0,0
E0,4/4/2001,Aston Villa,Leicester,2,1,H,1,1,D,Mike Dean,9,6,5,2,0,0,10,3,11,12,2,0,2,2,0,0
E0,7/4/2001,Aston Villa,West Ham,2,2,D,0,0,D,Rob Harris,6,7,4,5,0,1,5,3,5,3,0,5,1,3,0,0
E0,7/4/2001,Derby,Chelsea,0,4,A,0,0,D,Steve Lodge,3,10,2,7,1,1,1,9,13,7,4,1,1,1,0,0
E0,7/4/2001,Leeds,Southampton,2,0,H,1,0,H,Jeff Winter,15,6,7,2,0,0,10,1,10,11,5,1,0,0,0,0
E0,7/4/2001,Leicester,Coventry,1,3,A,1,2,A,Graham Barber,9,15,4,5,0,0,4,9,9,19,2,1,3,2,0,0
E0,8/4/2001,Everton,Man City,3,1,H,2,1,H,David Ellaray,11,13,7,5,0,0,8,8,17,18,7,1,0,3,1,1
E0,9/4/2001,Middlesbrough,Sunderland,0,0,D,0,0,D,Andy D'Urso ,12,12,6,4,0,2,3,2,22,22,5,7,5,3,1,0
E0,10/4/2001,Ipswich,Liverpool,1,1,D,0,0,D,Steve Dunn,8,7,5,2,0,0,6,1,10,15,4,2,0,0,0,0
E0,10/4/2001,Man United,Charlton,2,1,H,1,0,H,Mark Halsey ,23,3,8,2,4,1,12,4,8,9,0,5,1,1,0,0
E0,10/4/2001,Tottenham,Bradford,2,1,H,1,1,D,Steve Bennett ,17,10,13,5,0,1,5,7,13,9,4,4,1,1,0,0
E0,11/4/2001,Man City,Arsenal,0,4,A,0,4,A,Neale Barry,7,15,2,8,0,0,7,3,10,8,5,5,2,0,0,0
E0,13/4/2001,Bradford,Charlton,2,0,H,0,0,D,Peter Jones,4,3,8,8,2,0,3,7,13,21,3,5,1,3,0,0
E0,13/4/2001,Liverpool,Leeds,1,2,A,0,2,A,Alan Wiley,11,9,5,3,0,1,8,2,19,16,0,7,3,1,1,0
E0,14/4/2001,Arsenal,Middlesbrough,0,3,A,0,2,A,Paul Durkin,17,6,8,2,0,0,9,0,13,11,0,4,1,1,0,0
E0,14/4/2001,Aston Villa,Everton,2,1,H,1,1,D,Paul Taylor,8,5,5,3,1,0,5,3,13,14,0,3,0,3,0,0
E0,14/4/2001,Chelsea,Southampton,1,0,H,1,0,H,Clive Wilkes,14,9,8,5,1,1,7,6,11,19,2,6,3,3,0,0
E0,14/4/2001,Ipswich,Newcastle,1,0,H,0,0,D,Mike Dean,14,6,5,2,1,0,9,3,6,13,6,2,0,1,0,1
E0,14/4/2001,Leicester,Man City,1,2,A,1,1,D,Barry Knight,15,8,9,3,0,1,5,1,13,26,4,0,2,3,0,0
E0,14/4/2001,Man United,Coventry,4,2,H,2,2,D,Mike Riley,28,9,13,4,1,0,9,2,9,18,9,5,1,4,0,0
E0,14/4/2001,Sunderland,Tottenham,2,3,A,2,0,H,David Ellaray,13,8,4,6,0,0,3,3,12,15,5,6,1,2,0,0
E0,14/4/2001,West Ham,Derby,3,1,H,3,0,H,Rob Styles,18,6,10,3,0,0,3,5,10,18,3,1,0,2,0,0
E0,16/4/2001,Coventry,Sunderland,1,0,H,1,0,H,Dermot Gallagher,14,6,9,3,0,0,6,3,15,21,7,9,3,0,0,0
E0,16/4/2001,Derby,Leicester,2,0,H,1,0,H,Mark Halsey,10,7,6,4,0,0,5,6,17,16,0,2,0,0,0,0
E0,16/4/2001,Everton,Liverpool,2,3,A,1,1,D,Jeff Winter,10,10,7,6,0,1,2,5,19,15,2,1,4,2,1,0
E0,16/4/2001,Middlesbrough,Ipswich,1,2,A,1,0,H,Steve Bennett,4,12,1,5,0,0,5,4,8,8,5,2,0,0,0,0
E0,16/4/2001,Newcastle,West Ham,2,1,H,1,0,H,Paul Durkin,20,13,14,6,0,0,7,5,19,9,7,5,0,0,0,0
E0,17/4/2001,Charlton,Aston Villa,3,3,D,2,0,H,Graham Poll,12,11,5,8,0,2,5,7,10,15,2,0,3,4,1,0
E0,17/4/2001,Tottenham,Chelsea,0,3,A,0,1,A,Graham Barber,5,16,1,10,0,0,2,5,14,11,3,3,2,2,1,0
E0,21/4/2001,Arsenal,Everton,4,1,H,1,1,D,Dermot Gallagher,10,4,8,2,0,0,10,0,7,13,3,2,0,2,0,1
E0,21/4/2001,Aston Villa,Southampton,0,0,D,0,0,D,Jeff Winter,9,3,2,3,0,0,4,5,10,15,6,4,1,2,0,0
E0,21/4/2001,Bradford,Derby,2,0,H,1,0,H,Neale Barry,15,12,9,3,0,0,3,8,14,13,7,5,0,2,0,1
E0,21/4/2001,Chelsea,Charlton,0,1,A,0,1,A,Mike Dean,9,4,1,2,0,0,10,3,12,14,0,4,3,0,0,0
E0,21/4/2001,Ipswich,Coventry,2,0,H,1,0,H,Graham Barber,13,6,5,2,0,0,2,3,22,23,7,4,1,4,0,0
E0,21/4/2001,Leicester,Middlesbrough,0,3,A,0,1,A,Paul Taylor,15,15,4,7,1,0,12,5,13,11,3,0,3,1,0,0
E0,21/4/2001,Man United,Man City,1,1,D,0,0,D,David Ellaray,13,6,6,4,0,1,3,2,14,20,4,2,0,0,1,0
E0,21/4/2001,Sunderland,Newcastle,1,1,D,0,0,D,Mike Riley,16,9,10,5,1,0,4,8,17,22,0,6,5,4,0,0
E0,21/4/2001,West Ham,Leeds,0,2,A,0,1,A,Graham Poll,15,12,10,7,0,0,6,6,17,13,0,8,5,2,0,1
E0,22/4/2001,Liverpool,Tottenham,3,1,H,1,1,D,Barry Knight,14,7,8,5,1,0,6,4,10,13,5,0,1,1,0,0
E0,28/4/2001,Coventry,Liverpool,0,2,A,0,0,D,Steve Bennett,11,13,4,6,0,0,7,7,15,11,3,6,3,1,0,0
E0,28/4/2001,Derby,Arsenal,1,2,A,1,1,D,Graham Barber,6,14,2,9,0,0,4,6,14,13,1,3,3,4,0,0
E0,28/4/2001,Everton,Bradford,2,1,H,0,1,A,Paul Durkin,18,7,9,4,0,0,5,2,15,15,7,2,1,2,0,0
E0,28/4/2001,Leeds,Chelsea,2,0,H,0,0,D,Steve Dunn,16,7,9,5,0,1,7,2,22,17,3,0,2,5,0,0
E0,28/4/2001,Man City,West Ham,1,0,H,1,0,H,Peter Jones,16,12,9,7,0,1,10,10,19,12,2,7,3,5,0,0
E0,28/4/2001,Middlesbrough,Man United,0,2,A,0,1,A,Steve Lodge,18,9,3,5,1,0,4,6,13,21,7,3,2,3,0,0
E0,28/4/2001,Newcastle,Leicester,1,0,H,0,0,D,Graham Poll,20,4,6,3,1,0,12,0,15,14,2,7,1,1,0,0
E0,28/4/2001,Southampton,Sunderland,0,1,A,0,0,D,Alan Wiley,11,6,5,3,0,0,11,2,15,14,7,4,2,1,0,0
E0,28/4/2001,Tottenham,Aston Villa,0,0,D,0,0,D,Clive Wilkes,7,7,3,4,0,0,5,6,13,13,4,2,1,0,0,0
E0,30/4/2001,Charlton,Ipswich,2,1,H,1,1,D,Rob Styles,10,17,7,6,0,2,2,13,17,11,2,0,0,1,0,0
E0,1/5/2001,Bradford,Liverpool,0,2,A,0,0,D,Jeff Winter,15,11,4,10,0,0,7,0,11,13,3,6,0,2,0,0
E0,1/5/2001,Newcastle,Southampton,1,1,D,1,0,H,Steve Lodge,7,11,5,3,0,0,4,2,15,17,0,1,2,1,0,0
E0,5/5/2001,Arsenal,Leeds,2,1,H,1,0,H,Peter Jones,7,4,4,3,0,1,11,2,21,18,4,2,4,3,0,0
E0,5/5/2001,Aston Villa,Coventry,3,2,H,0,2,A,Mike Riley,6,6,4,3,0,0,6,2,12,23,0,2,2,5,0,0
E0,5/5/2001,Bradford,Middlesbrough,1,1,D,1,0,H,Graham Barber,10,14,7,9,0,0,6,6,25,21,4,6,4,2,0,0
E0,5/5/2001,Chelsea,Everton,2,1,H,2,1,H,Rob Harris,13,9,5,3,0,0,8,6,19,22,1,4,1,1,0,0
E0,5/5/2001,Leicester,Tottenham,4,2,H,1,0,H,Mike Dean,19,9,9,4,1,0,6,2,11,14,1,3,3,2,0,0
E0,5/5/2001,Liverpool,Newcastle,3,0,H,1,0,H,Mark Halsey,12,6,5,3,0,0,2,3,11,10,2,1,0,2,0,0
E0,5/5/2001,Man United,Derby,0,1,A,0,1,A,Neale Barry,11,10,6,5,0,0,13,1,13,11,2,4,1,0,0,0
E0,5/5/2001,Sunderland,Charlton,3,2,H,2,1,H,Steve Dunn,17,17,11,7,0,1,8,5,17,7,0,7,1,0,0,0
E0,5/5/2001,West Ham,Southampton,3,0,H,0,0,D,Clive Wilkes,16,12,12,3,0,1,5,1,18,18,3,2,2,2,0,0
E0,7/5/2001,Ipswich,Man City,2,1,H,0,0,D,Steve Lodge,15,11,7,7,0,1,9,2,8,19,1,5,0,0,0,0
E0,8/5/2001,Liverpool,Chelsea,2,2,D,1,1,D,Dermot Gallagher,16,14,8,7,0,0,6,6,14,21,3,1,1,4,0,0
E0,13/5/2001,Leeds,Bradford,6,1,H,5,1,H,Andy D'Urso,18,13,9,7,0,0,9,7,20,13,4,0,1,0,0,0
E0,13/5/2001,Southampton,Man United,2,1,H,2,0,H,Jeff Winter,14,9,3,6,0,0,4,4,13,18,5,4,1,1,0,0
E0,15/5/2001,Newcastle,Arsenal,0,0,D,0,0,D,Alan Wiley,12,8,2,1,0,1,4,8,14,10,1,3,1,0,0,0
E0,19/5/2001,Charlton,Liverpool,0,4,A,0,0,D,Graham Barber,12,16,10,14,1,0,10,10,7,13,1,0,1,1,0,0
E0,19/5/2001,Coventry,Bradford,0,0,D,0,0,D,Alan Wiley,15,10,7,3,0,0,9,3,15,13,5,9,1,1,0,0
E0,19/5/2001,Derby,Ipswich,1,1,D,1,0,H,Graham Poll,7,13,2,6,0,0,3,11,14,15,5,3,1,1,0,0
E0,19/5/2001,Everton,Sunderland,2,2,D,1,1,D,Steve Bennett,18,11,8,4,2,0,5,6,12,13,6,2,5,3,0,1
E0,19/5/2001,Leeds,Leicester,3,1,H,1,1,D,David Ellaray,24,8,11,5,3,0,12,5,14,17,2,2,3,4,0,0
E0,19/5/2001,Man City,Chelsea,1,2,A,1,1,D,Mike Riley,3,9,1,3,0,0,8,7,22,18,2,2,4,2,0,0
E0,19/5/2001,Middlesbrough,West Ham,2,1,H,2,1,H,Paul Durkin,19,11,7,5,0,0,5,6,13,15,5,2,0,0,0,0
E0,19/5/2001,Newcastle,Aston Villa,3,0,H,2,0,H,Barry Knight,9,5,5,1,0,0,5,1,10,14,2,4,0,5,1,1
E0,19/5/2001,Southampton,Arsenal,3,2,H,0,1,A,Paul Taylor,11,8,7,5,0,1,7,5,17,10,3,2,1,2,0,0
E0,19/5/2001,Tottenham,Man United,3,1,H,1,1,D,Andy D'Urso,9,15,3,6,0,0,3,6,13,15,3,2,0,2,0,0
